siteid,sitename,plotid,easting,northing,taxonid,scientificname,indvidual_id,pointid,individualdistance,individualazimuth,dbh,dbhheight,basalcanopydiam,basalcanopydiam_90deg,maxcanopydiam,canopydiam_90deg,stemheight,stemremarks,stemstatus,canopyform,livingcanopy,inplotcanopy,materialsampleid,dbhqf,stemmapqf,plant_group,common_name,aop_plot,unique_id
SJER,San Joaquin,SJER952,255868,4110775.8,QUWI2,Quercus wislizeni,1708,NE,15.1,297.3,27.6,1,0,0,4.4,4.4,5.7,1707-1710 same copice. 2 boles at 5cm.,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256196.3,4110050.5,QUWI2,Quercus wislizeni,1412,center,11.1,74.4,18.3,10,0,0,6.3,4.3,3,same as 1406,,,75,100,,0,0,,,,
SJER,San Joaquin,SJER37,256154.1,4107567.5,QUWI2,Quercus wislizeni,1377,SE,4.3,253.7,8.4,130,0,0,4.3,3.1,3.2,,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER120,255975.6,4110495.2,QUWI2,Quercus wislizeni,1650,center,20.5,20.6,32.9,40,0,0,9.2,8.5,6.4,"14cm stem 10 cm below where ""dbh"" measured. cant get around b/c whole tree was growing into rock on high side. main stem splits into 2(3) boles @ 60cm",,,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256197.2,4110052,QUWI2,Quercus wislizeni,1413,center,12.4,69.2,19.1,10,0,0,5.6,5.5,5,same as 1406,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER2796,256028.5,4111545.8,QUWI2,Quercus wislizeni,1624,center,13.2,333.3,12,130,0,0,6.1,5.2,4.8,1263-1264 same copice,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER192,256690.2,4111068,QUWI2,Quercus wislizeni,1519,center,7.5,115,11.8,40,0,0,4.2,2.7,4.5,1517-1522 same copice. forks (1 broken) at 60,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER4,257229.3,4109761.5,QUWI2,Quercus wislizeni,1573,center,5.8,170.9,39.1,10,0,0,10.1,7.5,7.5,1569-1576 same copice. 3 boles at 20cm,,,90,100,f058,0,0,,,,
SJER,San Joaquin,SJER192,256699.7,4111080,QUWI2,Quercus wislizeni,1533,NE,7.5,95,22.7,5,0,0,5.4,5.4,4.8,2 stems at 20cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256180.8,4110051,QUWI2,Quercus wislizeni,1394,center,5.9,305,15.7,10,0,0,1.2,1.1,1.2,same as 1389,main stem dead,,30,100,,0,0,,,,
SJER,San Joaquin,SJER116,256853.6,4110828.5,QUWI2,Quercus wislizeni,1548,center,17.2,59.6,101.1,2,0,0,15.1,14.1,9.5,9 stem copice at 5 cm,,,100,100,f009,0,0,,,,
SJER,San Joaquin,SJER192,256692.7,4111080.5,QUWI2,Quercus wislizeni,1524,center,13.1,45,75.5,10,0,0,15.3,12.3,8,3 boles at 20cm,,,95,100,,0,0,,,,
SJER,San Joaquin,SJER192,256679.8,4111056,QUWI2,Quercus wislizeni,1527,SE,14,250,51.3,5,0,0,10.6,10.2,9.2,1527-1530 same copice. 2 boles at 20cm. total crown= 14.1x14.4,,,100,100,f018,0,0,,,,
SJER,San Joaquin,SJER4,257245,4109768,QUWI2,Quercus wislizeni,1577,center,16.7,87.7,110.9,10,0,0,10.9,8.3,6.8,1577-1578 same copice. 10 stem copice at 10cm. total crown=13.7x11.9,,,100,100,f057,0,0,,,,
SJER,San Joaquin,SJER916,257444.9,4109625.5,QUWI2,Quercus wislizeni,1567,center,17.9,299.5,16.3,80,0,0,4.6,4.5,4.3,2 boles at 1m,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER192,256681.2,4111087.2,QUWI2,Quercus wislizeni,1536,center,16.4,352,39.7,130,0,0,12.9,9.7,3.6,1535-1537 same copice. leaner horiz to ground,,,40,100,f016,0,0,,,,
SJER,San Joaquin,SJER272,256709.6,4112147.8,QUWI2,Quercus wislizeni,1440,SW,10.5,168.3,75.1,10,0,0,17.6,13.4,11.8,4 boles at 20-60cm,,,80,100,f090,0,1,,,,
SJER,San Joaquin,SJER192,256671.9,4111070.5,QUWI2,Quercus wislizeni,1526,center,11.6,266.7,36,65,0,0,11.5,9.3,11.1,3 boles at 90cm,,,100,100,f017,0,0,,,,
SJER,San Joaquin,SJER4,257229,4109760,QUWI2,Quercus wislizeni,1571,center,7.4,174.5,15.9,10,0,0,4.4,2,2.7,1569 -1576 same copice. 2 boles at 20cm,,,60,100,f058,0,0,,,,
SJER,San Joaquin,SJER4,257242.4,4109773.5,QUWI2,Quercus wislizeni,1581,NE,5.2,127.5,21.6,100,0,0,7.1,8.2,5.8,2 boles at 120cm,,,100,100,f056,0,0,,,,
SJER,San Joaquin,SJER824,256179.5,4110051.8,QUWI2,Quercus wislizeni,1391,center,7.4,304.9,8.7,10,0,0,3.3,3,1.7,same as 1389,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER4,257228.3,4109758.2,QUWI2,Quercus wislizeni,1572,center,9.1,180.4,17.1,130,0,0,6.5,4.4,3.5,1569 -1576 same copice. lower stem horiz.,,,100,100,f058,0,0,,,,
SJER,San Joaquin,SJER272,256727,4112173.5,QUWI2,Quercus wislizeni,1444,center,11.2,58.5,55.5,30,0,0,10.4,7.8,11.1,2 boles at 50-100cm; measured in gap b/n rock and stem,much of top dead,,60,100,,0,0,,,,
SJER,San Joaquin,SJER824,256165.9,4110067.5,QUWI2,Quercus wislizeni,1418,NW,14.2,312.8,9.9,10,0,0,3.7,3.2,3.3,same root as 1417,,,80,100,,0,0,,,,
SJER,San Joaquin,SJER3239,258500.6,4109863.8,QUWI2,Quercus wislizeni,1604,NE,7,247,17.9,65,0,0,6.3,5.5,5.9,2 boles at 85cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER272,256699.6,4112155.8,QUWI2,Quercus wislizeni,1436,SW,8.2,254.6,20.6,75,0,0,7.9,5,7.3,3 boles at 95-120cm; 1 dead and snapped,,,90,100,,0,0,,,,
SJER,San Joaquin,SJER192,256667.6,4111075.5,QUWI2,Quercus wislizeni,1538,NW,8.4,227.4,81.4,30,0,0,21.5,17.5,13.7,3 boles at 1m; knobby down to 30cm,,,85,100,,0,0,,,,
SJER,San Joaquin,SJER192,256681.7,4111086.8,QUWI2,Quercus wislizeni,1535,center,15.7,353.6,57.3,75,0,0,20.1,12.6,10.3,1535-1537=3 bole copice split at 35 cm. stem knobby above 75cm. total crown 20.6x18.2,,,100,100,f016,0,0,,,,
SJER,San Joaquin,SJER916,257480.4,4109615.2,QUWI2,Quercus wislizeni,1564,NE,15,137.8,13.1,130,0,0,5.8,4.2,4.8,1564-1565 same copice,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER272,256702.3,4112157.5,QUWI2,Quercus wislizeni,1437,SW,5.2,264.5,28.3,50,0,0,10.2,9.4,10.3,2 boles at 80cm,,,95,100,f092,0,0,,,,
SJER,San Joaquin,SJER272,256706,4112149.5,QUWI2,Quercus wislizeni,1439,SW,8.6,189.9,37.2,130,0,0,11.5,9.3,12.4,not accurately measured dbh b/c of poison oak surrounding bole,,,80,100,,0,0,,,,
SJER,San Joaquin,SJER2796,256028.6,4111545,QUWI2,Quercus wislizeni,1623,center,12.5,332.6,46.8,1,0,0,9.6,8.6,6.1,1623-1624 same copice. 3 boles at 5cm,holy sh#t almost stepped on a rattler,,100,100,,0,0,,,,
SJER,San Joaquin,SJER192,256695.1,4111077,QUWI2,Quercus wislizeni,1532,center,13.1,62.5,96.7,10,0,0,15.3,10.6,9.6,5 stem copice at 20-80cm,,,100,100,f015,0,0,,,,
SJER,San Joaquin,SJER824,256169.2,4110067,QUWI2,Quercus wislizeni,1416,NW,11.7,322.7,22.1,0,0,0,3.9,3.9,7.3,2 stems at 10cm,,,90,100,,1,0,,,,
SJER,San Joaquin,SJER824,256166,4110067.2,QUWI2,Quercus wislizeni,1417,NW,14,312.8,31.6,0,0,0,6.8,4.4,8.1,2 boles at 5cm; same root as 1418,,,100,100,,1,0,,,,
SJER,San Joaquin,SJER117,256186.3,4108748.8,QUWI2,Quercus wislizeni,1381,center,9.9,109,14.8,10,0,0,5.5,4.4,5.1,same as 1379,,,100,100,f027,0,0,,,,
SJER,San Joaquin,SJER192,256690.9,4111068.5,QUWI2,Quercus wislizeni,1521,center,7.9,108.5,17.4,130,0,0,4.2,5.6,6.9,1517 -1522 same copice,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER192,256688.5,4111068,QUWI2,Quercus wislizeni,1523,center,5.9,120.6,11.7,1,0,0,2.4,1.9,1,1517 - 1523 same copice. dead stem; along ground for 1m,dead w 2 small sprouts,,2,100,,0,0,,,,
SJER,San Joaquin,SJER272,256714.3,4112171.2,QUWI2,Quercus wislizeni,1434,center,4.7,316.9,11.4,45,0,0,6.5,5,4.3,2 boles at 65cm,,,85,100,,0,0,,,,
SJER,San Joaquin,SJER192,256682.5,4111086.8,QUWI2,Quercus wislizeni,1537,center,15.7,356.5,19.9,75,0,0,14.7,9.3,6.7,1535-1537 same copice. 2 boles at 95cm. leaner horiz to ground,,,100,100,f016,0,0,,,,
SJER,San Joaquin,SJER4,257226.2,4109764,QUWI2,Quercus wislizeni,1568,center,4,213.1,71.4,15,0,0,11.6,9.6,8.9,2 boles at 30cm,old many main stems rotted and broken,,60,100,f059,0,0,,,,
SJER,San Joaquin,SJER824,256180.5,4110051.8,QUWI2,Quercus wislizeni,1392,center,6.5,308.7,12.7,10,0,0,4.2,3.9,3.4,see 1389; main stem of this clump,,,100,100,f043,0,0,,,,
SJER,San Joaquin,SJER192,256690.8,4111068,QUWI2,Quercus wislizeni,1522,center,8,112.6,13.3,130,0,0,5.1,4.9,5.5,1517 -1522 same copice,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER4,257229.5,4109759.2,QUWI2,Quercus wislizeni,1569,center,8.1,171.4,24.6,40,0,0,6.2,5.5,5.5,1569-1576 same copice; old rotted and wonky. stem splits at 60cm,,,100,100,f058,0,0,,,,
SJER,San Joaquin,SJER272,256735.5,4112170.8,QUWI2,Quercus wislizeni,1443,NE,10.3,131.5,27.9,130,0,0,8.5,8.3,10.9,same copice as 1442,,,80,100,,0,0,,,,
SJER,San Joaquin,SJER192,256690,4111067.2,QUWI2,Quercus wislizeni,1517,center,7.6,120,24.3,40,0,0,5.4,8.2,5.1,1517-1522 same copice. 2 boles at 60cm. leaner,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER272,256735.9,4112169.2,QUWI2,Quercus wislizeni,1442,NE,11.7,136,85.6,130,0,0,16.1,14.5,12,3 boles at 20cm; hard to measure. same copice as 1443,,,95,100,,0,0,,,,
SJER,San Joaquin,SJER2796,256043.2,4111528.5,QUWI2,Quercus wislizeni,1615,center,10.3,120.8,7.5,7,0,0,5.3,3.9,3.2,branches above 15. m/b connected below ground to 1616,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER116,256856.3,4110823,QUWI2,Quercus wislizeni,1547,center,17.8,79.7,30.7,30,0,0,10.7,7.1,8.2,1546-1547 same copice. 2 boles at 60cm; branches and knobs above 30cm,,,85,100,f010,0,0,,,,
SJER,San Joaquin,SJER192,256696.6,4111082.2,QUWI2,Quercus wislizeni,1534,NE,4.6,69.7,20.6,20,0,0,7.3,6.9,6.1,3 boles at 40cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER117,256186.5,4108748.5,QUWI2,Quercus wislizeni,1382,center,10.2,109.9,14.7,10,0,0,4.4,2.9,5.1,same as 1379,,,100,100,f027,0,0,,,,
SJER,San Joaquin,SJER116,256841,4110805.2,QUWI2,Quercus wislizeni,1545,center,14.7,171.3,57.7,2,0,0,9.9,9.6,6.1,4 bole copice at 10cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256171.6,4110057.5,QUWI2,Quercus wislizeni,1420,NW,4.7,268.3,25.7,10,0,0,5.1,4.8,7.8,1419-1424 same copice. 3 boles at 45cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER952,255868.4,4110775.2,QUWI2,Quercus wislizeni,1710,NE,14.5,296.4,30.2,1,0,0,5.6,3.8,6.4,1707-1710 same copice. 2 boles at 5cm.,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER952,255868.2,4110775.8,QUWI2,Quercus wislizeni,1709,NE,14.9,297.7,27.6,1,0,0,4.6,4.8,5.5,1707-1710 same copice. 2 boles at 5cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER3239,258512.9,4109861,QUWI2,Quercus wislizeni,1611,NE,8.1,134.2,29.3,105,0,0,10.2,9.5,8.9,2 boles at 125cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER916,257477.1,4109613,QUWI2,Quercus wislizeni,1563,SE,9.6,46.8,148.8,5,0,0,18.9,14.5,13.2,4 huge boles at 20cm-60cm. copice,,,90,100,,0,0,,,,
SJER,San Joaquin,SJER1068,255850.3,4111571.8,QUWI2,Quercus wislizeni,1644,center,4.5,332.3,15.9,65,0,0,6.1,5.8,6.1,2 boles at 85cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER192,256689.9,4111068.5,QUWI2,Quercus wislizeni,1520,center,7,112.8,24.7,30,0,0,6.4,4.3,7,1517 -1522 same copice. 2 boles at 80cm; branch obscuring stem above 30cm,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER824,256181.1,4110051.5,QUWI2,Quercus wislizeni,1393,center,6,311.1,0.4,10,0,0,3.4,3.2,1.7,same as 1389,main stem dead,,40,100,,0,0,,,,
SJER,San Joaquin,SJER916,257479.5,4109615.8,QUWI2,Quercus wislizeni,1565,NE,14,139.3,31.2,130,0,0,0,0,3.4,1564-1565 same copice,dead and rotted; top snapped,,0,100,,0,0,,,,
SJER,San Joaquin,SJER192,256684.7,4111067.5,QUWI2,Quercus wislizeni,1516,center,3.7,159.8,21.3,20,0,0,6.9,6.9,6.2,2 boles at 40cm; 3 at 70,,,100,100,,0,0,,,,
SJER,San Joaquin,SJER128,257069,4111396,RHIL,Rhamnus ilicifolia,1488,center,12.4,307.4,,130,105,64,3.5,1.1,1.4,6 stems,long dead not many branches,Hemisphere,0,100,,0,0,,,,
SJER,San Joaquin,SJER824,256171.5,4110046.8,RHIL,Rhamnus ilicifolia,1397,center,14.1,266.5,8.1,0,0,0,3,2.2,3.9,same as 1396,,Cone,70,100,,1,0,,,,
SJER,San Joaquin,SJER128,257071.2,4111395.2,RHIL,Rhamnus ilicifolia,1489,center,10.1,311,,130,38,24,5.2,2.9,2,3 stems;  1489-1491 prob same plant,,Hemisphere,40,100,,0,0,,,,
SJER,San Joaquin,SJER1068,255836.5,4111572,RHIL,Rhamnus ilicifolia,1648,NW,8.7,226,,130,25,30,5.2,4.4,2.8,5 stems,,Hemisphere,100,100,f080,0,0,,,,
SJER,San Joaquin,SJER128,257071.6,4111393.5,RHIL,Rhamnus ilicifolia,1491,center,8.9,304.8,,130,52,22,4.1,3.9,3.8,4 stems; prob same plant,,Cone,70,100,f054,0,0,,,,
SJER,San Joaquin,SJER824,256171.6,4110046,RHIL,Rhamnus ilicifolia,1399,center,14.1,264,3.9,10,0,0,2,2,3.3,same as 1396,,Cone,65,100,,0,0,,,,
SJER,San Joaquin,SJER128,257070.6,4111394.2,RHIL,Rhamnus ilicifolia,1490,center,10,304.6,,130,70,27,3.3,2.1,1.2,2 stems; 1489-1491 prob same plant,long dead,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER824,256171.5,4110046.2,RHIL,Rhamnus ilicifolia,1398,center,14.1,264.6,7.6,10,0,0,3.2,2.1,5,same as 1396,,Cone,90,100,,0,0,,,,
SJER,San Joaquin,SJER116,256839.7,4110833.8,RHIL,Rhamnus ilicifolia,1550,center,13.9,3.7,28.2,5,0,0,7.1,6,3.7,6 stem copice at 10cm,,Hemisphere,90,100,,0,0,,,,
SJER,San Joaquin,SJER128,257060.6,4111398,RHIL,Rhamnus ilicifolia,1500,center,20.6,297.5,,130,52,33,5.3,5,3.5,4 stems,,Sphere,80,100,f052,0,0,,,,
SJER,San Joaquin,SJER1068,255834.4,4111560.8,RHIL,Rhamnus ilicifolia,1642,SW,8.1,286.4,,130,67,42,4.6,4.4,2.9,3 stems,,Hemisphere,35,100,,0,0,,,,
SJER,San Joaquin,SJER1068,255848.4,4111561,RHIL,Rhamnus ilicifolia,1631,center,7.8,210.7,18.7,10,0,0,5.2,4.3,2.7,,,Hemisphere,30,100,f075,0,0,,,,
SJER,San Joaquin,SJER1068,255847.2,4111565.5,RHIL,Rhamnus ilicifolia,1630,center,5.7,246.4,,130,68,16,3.6,2.6,3.4,2 stems,,Cone,85,100,f084,0,0,,,,
SJER,San Joaquin,SJER128,257085,4111374.8,RHIL,Rhamnus ilicifolia,1495,center,15.1,156.2,,130,103,74,8.3,6.4,4.3,5 stems,,Hemisphere,85,100,f053,0,0,,,,
SJER,San Joaquin,SJER824,256171.7,4110046.5,RHIL,Rhamnus ilicifolia,1396,center,13.9,265.8,5.3,130,0,0,1.6,1.5,3.2,same root as 1396-1399,,Cone,65,100,,0,0,,,,
SJER,San Joaquin,SJER1068,255846.7,4111565,RHIL,Rhamnus ilicifolia,1629,center,6.4,242.5,,130,63,32,4.8,4.7,3.3,5 stems,,Hemisphere,70,100,,0,0,,,,
SJER,San Joaquin,SJER1068,255846,4111565.2,RHIL,Rhamnus ilicifolia,1628,center,6.9,248.5,,130,39,14,4.1,3.9,3.1,4 stems,,Cone,70,100,,0,0,,,,
SJER,San Joaquin,SJER1068,255842.6,4111567.5,RHIL,Rhamnus ilicifolia,1643,center,9.8,268,19.1,1,0,0,3.6,3.3,2.8,,,Cone,80,100,f081,0,0,,,,
SJER,San Joaquin,SJER8,254757.5,4110246.5,SARAM4,Sambucus racemosa var. melanocarpa,1483,SE,11.9,53.3,29,10,0,0,5.7,5.5,5.2,2 boles at 20cm,,,80,100,f067,0,0,,,,
SJER,San Joaquin,SJER8,254747.6,4110239.8,SEFLD,Senecio flaccidus var. douglasii,1451,center,13.1,136.5,,130,22,7,0.6,0.5,0.6,2 stems,dead,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254747.9,4110240.5,SEFLD,Senecio flaccidus var. douglasii,1452,center,12.8,133.6,,130,6,4,34,22,0.6,2 stems,dead,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254743.9,4110244.2,SEFLD,Senecio flaccidus var. douglasii,1458,center,7.2,133.1,,130,18,9,1.1,0.8,0.8,6 stems,dead,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254743,4110243.2,SEFLD,Senecio flaccidus var. douglasii,1447,center,7.4,144.1,,130,5,3,1.1,1,0.8,4 stems,dead,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254744.9,4110243.2,SEFLD,Senecio flaccidus var. douglasii,1456,center,8.7,133.5,1.3,0,0,0,0.5,0.5,0.6,,dead,Cone,0,100,,1,0,,,,
SJER,San Joaquin,SJER8,254747,4110243,SEFLD,Senecio flaccidus var. douglasii,1454,center,10.4,126.7,,130,30,4,0.8,0.5,0.6,4 stems,,Cone,75,100,,0,0,,,,
SJER,San Joaquin,SJER8,254746,4110244.5,SEFLD,Senecio flaccidus var. douglasii,1457,center,8.7,122.2,,130,13,8,0.9,0.9,0.8,6 stems,,Cone,80,100,,0,0,,,,
SJER,San Joaquin,SJER8,254748.1,4110241.5,SEFLD,Senecio flaccidus var. douglasii,1453,center,12.3,129.5,,130,6,4,0.9,0.8,0.7,3 stems,dead,Cone,0,100,,0,0,,,,
SJER,San Joaquin,SJER8,254741.4,4110241,SEFLD,Senecio flaccidus var. douglasii,1448,center,8.7,161.5,2,0,0,0,0.6,0.5,0.8,,dead w branches,Sphere,0,100,,1,0,,,,
SJER,San Joaquin,SJER8,254746.4,4110242.5,SEFLD,Senecio flaccidus var. douglasii,1455,center,10.3,131.2,1.3,0.4,0,0,0.4,0.6,0,,,Cone,50,100,,0,0,,,,
SJER,San Joaquin,SJER8,254744,4110243.5,SEFLD,Senecio flaccidus var. douglasii,1459,center,7.9,137.2,,130,3,2,0.9,0.5,0.7,3 stems,dead,Cone,0,100,,0,0,,,,
