Country,Position,Position-Other,Field,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,How-Many-Workshops,How-Long-Ago,Content,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Behaviors-Adopted,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Programming-Usage-Before-Workshop,Programming-Usage-Since-Workshop,Change-In-Confidence,How-Tools-Learned-Help,Column34,Column35,Column36,Column37,Column38,Contributed-To-Writing,Skills-Advance-Career,Motivated-Seek-Knowledge,Made-Analyses-Reproducible,Received-Professional-Recognition,Improved Coding Practices,Improved-Research-Productivity,Gained-Confidence-With-Data,Carpentry-Involvement,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Activities,Column53,Column54,Column55,Column56,Column57,Column58,Recommended,Likely-To-Recommend
,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,,,,,,R,,,,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,The tools I learned have not helped me with my work.,,,Yes.,Strongly agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,10
USA,Graduate Student,,Agricultural or Environmental Sciences,,,Computer Science,,,,,,,,Social Sciences,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Several times per year.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,The tools I learned have not helped me with my work.,,,No.,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,No.,8
USA,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,,,,,Python,R,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Weekly.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,8
Australia,,,Agricultural or Environmental Sciences,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,,,,,,,,,,,,,Several times per year.,I have not been using tools like these.,I'm more confident now.,,,,,,,No.,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,,,,,,,,,,,,,,,,,No.,6
,Postdoc,,Agricultural or Environmental Sciences,,,Computer Science,,,,,Life Sciences,,,,,1,6 months - 1 year ago,,Git,,,,Python,,,SQL,,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Subscribed to the newsletter.,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,8
USA,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,,,,,,,,,,,,,Using version control to manage code.,,,,I had not been using tools like these.,Less than once per year.,I'm more confident now.,,,,,,I used Git regularly for a while but fell out of the habit,Yes.,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,,,,,,,,,,,,,,,,,I don't remember.,7
Australia,Postdoc,,,,,,Earth Sciences,,,,,,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,,,,Red-Green-Refactor,,,,Transforming step-by-step workflows into scripts or functions.,,,,,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm equally confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Agree,Neutral,Agree,Strongly agree,Neutral,Disagree,,,,,,,,,,,,,,,,,Yes.,9
USA,Industry,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,,,,,,,Daily.,Weekly.,I'm less confident now.,,,,The tools I learned have not helped me with my work.,,,No.,Disagree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,
Canada,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,R,,,,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,,Reusing code.,,,,,Monthly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Subscribed to the newsletter.,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,10
USA,Industry,,,,,Computer Science,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Less than once per year.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,No.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,Yes.,9
USA,Academic Research Staff,,,Biomedical/Health Sciences,,,,,,,,Mathematics or Statistics,,,,1,6 months - 1 year ago,,Git,,,,Python,R,,SQL,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Monthly.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,10
Australia,Postdoc,,,Biomedical/Health Sciences,,,,,,,,,,,,1,6 months - 1 year ago,,Git,,,,,R,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Subscribed to the newsletter.,,,,,,,,,Participated in an in-person short course.,Participated in an online short course.,Participated in a Meetup.,,,,,I don't remember.,9
USA,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,0-6 months ago,,,,,OpenRefine,,R,,SQL,,,excel,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,,,,,,,Several times per year.,Weekly.,I'm more confident now.,,,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,Yes.,10
Canada,Graduate Student,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,8
Poland,Undergraduate Student,,,,,Computer Science,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,,,,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Less than once per year.,Daily.,I'm more confident now.,,,,The tools I learned have not helped me with my work.,,,No.,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Subscribed to the newsletter.,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,No.,5
France,Academic Research Staff,,,,,,,,,,,,,,linguistic and computer science,1,6 months - 1 year ago,,,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Several times per year.,Monthly.,I'm equally confident now.,,They are improving my ability to analyze data.,,,,,Yes.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,9
Australia,Industry,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,,,,,,R,,,,I don't remember.,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Several times per year.,Several times per year.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,Not sure.,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,I don't remember.,5
,Postdoc,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Faculty,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,,Reusing code.,,,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Several times per year.,I'm equally confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,10
USA,Graduate Student,,,,,,,,,,Life Sciences,,,,,2,6 months - 1 year ago,,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,,Reusing code.,,Using version control to collaborate online (in public or private repositories).,,,Several times per year.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
,Academic Research Staff,,,,,,,,,,,Mathematics or Statistics,,,,1,6 months - 1 year ago,,Git,,,,,,,,,,,Improving data management and project organization.,,,,,Reusing code.,Using version control to manage code.,,,,I had not been using tools like these.,Monthly.,I'm equally confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Agree,Agree,,Strongly agree,Strongly agree,,,Became a workshop helper.,Became a Carpentry instructor.,,,,,,Participated in an in-person short course.,Participated in an online short course.,,,,,,Yes.,7
USA,Graduate Student,,Agricultural or Environmental Sciences,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Daily.,I'm more confident now.,,,,,,"Version control; my primary programming language is R, so the python workshop was useful but didn't have a noticeable affect. Just another way to do things, and be conversant in multiple languages",No.,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Neutral,,,,,,,,,"follow on twitter. I'd like to teach, but the time constraints of wanting to graduate are tough",,,,,,Used non-Carpentry self-guided material.,Led short courses for my lab group and conference student workshop,Yes.,10
USA,Postdoc,,,,,,,,,Library Sciences,,,,,,2,0-6 months ago,,Git,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Several times per year.,Weekly.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,No.,Agree,Agree,Neutral,Strongly disagree,Agree,Neutral,Agree,,,,,,,,,,,,,,,,,Yes.,9
USA,Faculty,,,,,,,,,,Life Sciences,,,,,2,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Neutral,Subscribed to the newsletter.,,,,,,Participated in a Twitter chat.,,,,,,,Used self-guided Carpentry lesson material.,,,Yes.,10
USA,Academic Research Staff,,,,,,Earth Sciences,,,,,,,,,2,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,8
USA,Postdoc,,,,,,,,,,,,,Social Sciences,,1,More than 1 year ago,,Git,,,,,R,,,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,,,,,,,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,No.,Neutral,Agree,Disagree,Neutral,Strongly agree,Strongly agree,Neutral,,,,,,,,,,,,,,,,,,
Canada,Graduate Student,,,,,,,,,,,,,,Public Health,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Several times per year.,Several times per year.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Subscribed to the newsletter.,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,Yes.,10
USA,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Several times per year.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,,,,,,,,,,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Postdoc,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,2,6 months - 1 year ago,,Git,,,,Python,R,,SQL,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Daily.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,,,Became a workshop helper.,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,I don't remember.,7
New Zealand,Graduate Student,,,,,,,,,,Life Sciences,,,,,2,0-6 months ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,Sharing code or data publicly on places like GitHub or FigShare.,,Less than once per year.,Monthly.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,No.,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,,,,,,,,,,Participated in an in-person short course.,,,,,Used non-Carpentry self-guided material.,,Yes.,8
,Graduate Student,,,,,,Earth Sciences,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,Yes.,10
Costa Rica,Faculty,,,,,,,,,,Life Sciences,,,,,1,0-6 months ago,,Git,,,,,R,,SQL,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Several times per year.,Several times per year.,I'm more confident now.,,,,,I am not using the tools I learned.,,Not sure.,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,,,,,,,Participated in a Twitter chat.,,,,,Participated in a Meetup.,,,,,Yes.,8
Canada,,Research Staff,,,,,,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,Git,,,,,R,,,,,RMarkdown,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Yes.,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,,,,,,,,,None,,,,,,,None,No.,7
Canada,Industry,,,,,,,,,,Life Sciences,,,,,3+,6 months - 1 year ago,,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,I had not been using tools like these.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,Python,R,,,,,,,,,,,,,,,,I had not been using tools like these.,Several times per year.,I'm equally confident now.,,,,,I am not using the tools I learned.,,Not sure.,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,,,,I didn't know that these were available. ,Yes.,7
USA,Industry,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,,,,Unix Shell,,,,,,,,,Using version control to manage code.,,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,,,,,,,,,,,,,,,,,No.,5
USA,Graduate Student,,Agricultural or Environmental Sciences,,,,Earth Sciences,,,,,,Physical Sciences,,,1,More than 1 year ago,,Git,,,,,R,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,I had not been using tools like these.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,Participated in a semester long course.,,,,Yes.,9
,Postdoc,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,Mercurial,,Python,,,,Unix Shell,,,,,,,,,,,,Using numpy and matplotlib,Weekly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,7
USA,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Graduate Student,,,,,,,Engineering,,,,,,Social Sciences,,1,0-6 months ago,,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Less than once per year.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,10
USA,Industry,,,,,,,,,,,Mathematics or Statistics,,,Operations Research,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,No.,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,,,,,,,,,Used Carpentry resources and recommend to co-workers (even 5 years later),,Participated in an online short course.,Participated in a Meetup.,Participated in a semester long course.,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
USA,Faculty,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly disagree,Strongly disagree,Strongly disagree,,Disagree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,Yes.,10
Canada,,Teacher,,,,,,,,,Life Sciences,,,,Education,1,More than 1 year ago,,Git,,,,,R,,,,I don't remember.,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,,,,,,,,,,Yes.,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,,,,,,,,,,,,,,,,,No.,
,Faculty,,,,,,,,,,,,,Social Sciences,,1,More than 1 year ago,,Git,,,,,R,,,,I don't remember.,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,,,I'm more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,,,,,,,,,,,,,,,,,,,,,,,,,
UK,Graduate Student,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Less than once per year.,Several times per year.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
Canada,Industry,,,Biomedical/Health Sciences,,Computer Science,,,,,Life Sciences,,,,,2,More than 1 year ago,,,,,,Python,R,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Monthly.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,10
USA,Postdoc,,,Biomedical/Health Sciences,,,,,,,Life Sciences,Mathematics or Statistics,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,,,,,,,,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,7
USA,Graduate Student,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,,,,,,R,,SQL,,,,,,,Transforming step-by-step workflows into scripts or functions.,,,,,,,I had not been using tools like these.,Monthly.,I'm more confident now.,,,,,,"I didn't really learn how use R until I took a class. The workshop was a good introduction, but I didn't really retain anything from it.",No.,Neutral,Strongly agree,Neutral,Neutral,Agree,Neutral,Neutral,,,,,,,,,N/A,,,,Participated in a semester long course.,,,,I don't remember.,5
USA,Academic Research Staff,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,,,,SQL,,,regular expressions,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,No.,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,8
Scotland,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,Testing,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,"Using unit, system, and validation testing",Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Yes.,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,,,,,,,,,,,,,,,,,Yes.,10
UK,Postdoc,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,R,,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Monthly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Graduate Student,,,,,,,Engineering,,,,,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,,,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Not sure.,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Industry,,,,,Computer Science,,,,,,,,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
